text	category
പഴശ്ശിരാജയില്ലേ പാട്ടൊക്കെ വേറെ ലെവൽ ആയിരുന്നു. ഇതു അലമ്പായി പോയി. Both lyrics and music.	Negative
Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....	Positive
Laila o laila 2 or fraud  2	unknown_state
L A L E T T A N   RAJUVETTA making oru raksha illya... Can't Wait......!!!!!!!!!!!!!!!!!!	Positive
Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu	Negative
headset vechu kandunokk oru onnantharam kidilolski	Positive
Super song ഇത്രേം നല്ല സോങ് ആണെന്ന് അറിയില്ലായിരുന്നു ഈ 80-ആം വയസ്സിലും എന്താ ഗന്ധർവ നാദം ലോകത്തെ ഏറ്റവും വലിയ മഹാത്ഭുതം യേശുദാസ്  ഇതിന്റെ മുന്നിൽ മറ്റെല്ലാ ശബ്ദങ്ങളും big zero ഞാൻ അറിയാതെ നമിച്ചു പോകുന്നു ഈ പ്രായത്തിലും ഇതുപോലെ ഒരു പാട്ടിൽ അഭിനയിക്കാൻ മനസ്സു കാണിച്ച മഹാനടനെയും വിസ്മരിച്ചുകൂടാ	Positive
നിങ്ങൾക്ക് എന്തെങ്കിലും ഡിസ്‌ലൈക്കുകൾ ഉണ്ടോ ഇല്ലയോ? ധൈര്യമുണ്ടെങ്കിൽ നിങ്ങളുടെ അഭിപ്രായം രേഖപ്പെടുത്തുക	Negative
Dilepettan pedikarudh koode mammukka fans und okk	unknown_state
20 lakh views in just 8 hours.... Lalettan rocks	not-malayalam
Lucifer lostfer aavandirunna mathiyayirunnu .kandittu adutha floapinulla sakalathum kaanunnundu	Negative
മുത്തൊൻ ട്രൈലെർ കണ്ടിട്ട് കിളി പോയി ഇത് കണ്ടപ്പോൾ ആണ് ആ കിളി തിരിച്ച്  കിട്ടിയത്  ഇതൊക്കെയാണ് മോനെ പടം	Positive
അങ്ങനെ ബാർ ௩௬കിയായിയിയിയിയിയിയ്യാരു ത്രിർ അേനു നാടൻ നാട്ടിയായായാ...തല നാ സുമ്മാവ	Negative
Kaliyakkiyavanmar okke mammookkayekkal valiya actors aarikkum..  povan para.. ikka powliyanu.. 🤗	Positive
ഇതുപോലുള്ള നിലവാരം കുറഞ്ഞ ചളി പടങ്ങൾ നിർമിച്ചു മുടിപ്പിക്കുന്ന  കാശു പാവപെട്ട വീട്ടിലെ പെൺപിള്ളേരെ  കല്യാണം കഴിച്ചു വിടാൻ ഉപയോഗിച്ചിരുനെൽ കൊള്ളാമായിരുന്നു.	Negative
ഇതെന്തോന്ന് വോയിസ്‌. കിളിച്ചുണ്ടൻ മാമ്പഴം 2 ആണോ  അതിനു നമ്മുടെ മമ്മൂക്ക  ഇജ്ജാതി വോയിസ്‌ മോഡുലേഷൻ	Negative
@കിരൺകുമാർ ഗൗഡ മുച്തി ബിറ്റ്?	Negative
വരത്തു പോലെ 1ആം പോലെ സേതു	Negative
mchane enthuttu padam anaentho pakshe trailar polii m	Positive
Modern Kitchens  അടുക്കള പരസ്യം ട്രോൾ	unknown_state
ഇക്കയുടെ ഇതു വരെ കാണാത്ത ഒരു ഡാൻസ്. പൊള്ളി	Positive
Prithviraj is promoting devil ? illuminati Prithviraj?	unknown_state
International schoolil padikkunnavar dha ivide unnu amarthikke	unknown_state
ഹിന്ദി ശാറു ഖാന്റെ FAN remake ആണോ	unknown_state
ALL THE  BEST LALETTAN & TEAM.........	not-malayalam
ബി.ജെ.പി., അഡ്‌മിറ്റിക്ക് ഒരു വിള്ളലുണ്ട്.	Negative
Ithu kanditu jayasuryayude idi ormavanthu enk mathramano?	unknown_state
1:55 അതുകൊണ്ടാണ് എല്ലായിടത്തും തോക്കുകൾ ഉള്ളത്, പിന്നെ എന്തിനാണ് ചുറ്റികയും ചുറ്റികയും വെടിവയ്ക്കുന്നത്	Negative
௧௩௬ ഥാ മരണ ഉന്മാദം davvv	Negative
ഒരു വെടി യും പുക യും മാത്രമേ ഓര്‍മ ഉള്ളു ithenthonnith	Negative
നിട്ട സിനിമ ഉത മലയാളം ഡബ്ബ് ചെയ്തു എ ലയ	Negative
Padam ettunila pottum ennu urappullavar like..	Negative
All Kerala mohanlal fans nte power onnu kanichu kodukk.....like ..	unknown_state
Evide mamookka yude fans undo undankil like adi	unknown_state
തെലുങ്ക് കമന്റുകൾ കോപ്പി മദ്ബുട്ട 🤦‍	Negative
Nivin pauly best film is kayankulam kochunni	not-malayalam
ബിന്ദു ഗൗഡയോട് ഹത്രലെ അകിഗെ	Negative
അപ്പോ ഇട്ടിമാണിടെ Ticket cash ലാഭമായി.......sryy lalettaa... Review അറിഞ്ഞിട്ട് കേറാം...  Its tym For LAD & BROTHERzDay	Negative
മമ്മൂക്ക ഫാൻ ആയ ഞാൻ പോലും ലൈക്ക് അടിച്ചു	Positive
ഇത് മമ്മൂക്ക യുടെ ആദ്യ 100 കോടി പടം എന്ന് തോന്നുന്നവർ ഇവിടെ ലൈക്‌ അടി !	unknown_state
മണ്ണും മണ്ണും ഞങ്ങൾക്ക് പ്രധാനമാണ്, അതിൽ തൊടുന്നവരെ ഞങ്ങൾ വെട്ടിക്കളയും	Negative
ആരോ ഒരാൾ അല്ല !! എന്റെ ഏട്ടൻ My big brother	unknown_state
ചിത്രം ഒരു കോങ്‌ഫേം ഫ്ലോപ്പ് ആണ്, ക്ഷമിക്കണം അനാദരവ് ഇല്ല	Negative
Laalettan fan aaan.. ennaalum ee padam Oru vijayam aakanam enn agrahikkunnavar like adiche	unknown_state
സാർ ഇങ്ങനെയൊരു സിനിമ ചെയ്തിട്ട് വലിയ രീതിയിൽ പ്രമോട്ട് ചെയ്യണമായിരുന്നു. എന്നോടി പ്രേം അവ്രു ഡബ്ബാ ഫിലിം മദുദ്രു ഹൈപ്പ് ബിൽഡ്-അപ്പ് ക്രേട്ടെ മഡോദ്രള്ളി കൈ ഉയർത്തി.	Negative
മലയാളത്തിൽ ഇങ്ങനെ ഒരു movie ചെയ്യുക എന്ന risk എടുത്ത എബ്രിഡ് അണ്ണന് എന്റെ like	Positive
എല്ലാ നല്ല വീഡിയോക്കും ഡിസ്‌ലൈക് അടിക്കുന്ന തെണ്ടികൾ കാണും	Negative
ഉയിരിൽ തോടും song WhatsApp status 🤘	unknown_state
ശരത്ത് ...ട്രാക്ക് .... മാറ്റിയപ്പോൾ അടിപൊളി ആയി...	Positive
മുട്ടിലിഴയുന്ന ട്രെയിലറിൽ നിന്നാണ് ട്രെയിലറിന്റെ ടീസർ വരുന്നത്	Negative
എന്തായാലും അടുത്ത ടിക് ടോക് ട്രെൻഡ് സെറ്റ് ആയി...	Positive
Ithavanekoodium hit illengil mammunni fansinte idayil nilkan kayiyilla hit kittiyillengil brithiraj ne ettan fans vechekilla	Negative
Padachone ithila aar villain aar nadan enn manasilakathavar undo	unknown_state
മാമാങ്കം കണ്ടവർ ഒന്നു ലൈകികെ അഭിപ്രായവും പറയണേ....	unknown_state
Mamookene nenjil kond nadakkunavar like adi	unknown_state
Trailer kanditu hit aakumaenonum paeayunila pakshae Suraajaetantae Abhinayam kidukum	Mixed_feelings
ഞാൻ കുറച്ചു കൂടി സ്പെക്റ്റ് ചെയ്തു. ബഡ് കുറിപ്പ്. മോശം അജിത്തിന് കുറച്ചുകൂടി മാസ് ഹർദാഗരെ വിജി പാൻ പ്രേം ശ്രീലങ്ക നിർമ്മിക്കാൻ കഴിയും	Negative
Vareity look 🥳  eth pollikum	Positive
Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee....  uff romanjam_ahangaaram#ikka	unknown_state
Naalu Bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte Japan.	unknown_state
kanunnathin  anusarich veendum veendum kanan thonnunu	Positive
Poli tovi Chetta oru rakshayum illa marana mass	Positive
ഈ ലുക്കിൽ ഇക്കാന്റെ എൻട്രി ഒന്ന് ആലോചിച്ചു നോകിയെ ഉഫ് കട്ട വെയ്റ്റിംഗ്	Positive
വാ അസുര വാ........  ഇടിക്കട്ട വെയ്റ്റിംഗ് 🤩 SHYLOCK THE MONEY LENDER മമ്മൂക്ക🤩	Positive
adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil	Negative
1 view = 100 like 100 view = 10000 like 10000 view = 1000000 like	unknown_state
Hang ayo youtube? Views no updating	unknown_state
kattaa waiting by a lalettan fan#ikkaa vere level	Positive
GET READY FOR THE MAGNUM OPUS OF MALLU THALA	not-malayalam
lalettan sound ......................:) :) koothara style tone..	Negative
മോഡിയുടെ ചെപ്പ കുറ്റി അടിച്ചു പരത്താൻ ആരെങ്കിലും ഉണ്ടോ?	Negative
Ente ponno marana mass.. ethu polikum....	Positive
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ.. സ്വന്തം ഏട്ടൻ	unknown_state
ഉയിരിൽ തൊടും തളിർ \r വിരലാവണേ നീ..\r അരികേ നടക്കണേ.. അലയും \r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ \r ചെന്നണയുമിരുനിലാവലയായ്..\r \r ആരും.. കാണാ... ഹൃദയതാരമതിൽ \r ഉരുകി നാമന്നാരും.. കേൾക്കാ... പ്രണയാജാലകഥ \r പലവുരു പറയുമോ...\r \r ഉയിരിൽ തൊടും കുളിർ  \r വിരലായിടാം ഞാൻ.. \r അരികേ നടന്നിടാം.. അലയും \r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ \r ചെന്നണയുമിരുനിലാവലയായ്..\r  \r ആരും.. കാണാ... ഹൃദയതാരമതിൽ \r ഉരുകി നാമന്നാരും.. കേൾക്കാ... പ്രണയാജാലകഥ \r പലവുരു പറയുമോ...\r \r വഴിയോരങ്ങൾ തോറും \r തണലായീ പടർച്ചില്ല നീ...\r കുടയായ് നിവർന്നൂ നീ \r നോവാറാതെ തോരാതെ പെയ്‌കേ..\r തുഴയോളങ്ങൾ പോൽ നിൻ \r കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ\r കാറ്റേ ചില്ലയിതിൽ വീശണേ\r കാറേ ഇലയിതിൽ പെയ്യണേ \r മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ...\r \r ഉയിരിൽ തലോടിടും \r ഉയിരായിടും നാം.. \r നാമൊരു നാൾ കിനാക്കടലിൽ \r ചെന്നണയുമിരുനിലാനദിയായ്..\r   \r ആരും.. കാണാ... ഹൃദയതാരമതിൽ \r ഉരുകി നാമന്നാരും.. കേൾക്കാ... പ്രണയാജാലകഥ \r പലവുരു തുടരുമോ...	unknown_state
വിനീത് ശ്രീനിവാസൻ എന്ന പേര് ഉണ്ടെങ്കിൽ തന്നെ ഒരു പ്രതീക്ഷ ആണ്..	Positive
"അനന്തിയുടെ ഡയലോഗ് ഡെലിവറി അശ്ലീലമാണ്, ""കുടുമ്പോത്തോടാ സെന്റു നടുറോഡ്ല നിന്നോം നു വച്ചുകൈയാൽ"", എന്തോ ലേകിയം വിക്രമാതിരി."	Negative
ഈ മൂക്കുത്തി അടിച്ചു മാറ്റിയവൻ പണ്ടാരടങ്ങോള്	unknown_state
Padam kaanan pattiyilla but ee song daily kelkum,addicted!!	Positive
Waiting for the big budget movie Marakkar Arabikadalinte Simgham	not-malayalam
ട്രെയിലർ കണ്ട് രജനി ചിത്രം ഭ്രാന്ത് പിടിച്ചിരിക്കുകയാണ്...	Negative
