text_trans	category
Sir nimna devru yavaglu chenagottirli sir	Positive
@Machi MediaSuper Sir. Nimagu Haagu Namma Sir gu Dussehra Habbada Shubhashayagalu	Positive
souper triler al di best fram de bass fan.  jai de bass	Positive
Super rakist  setty	not-Kannada
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Onde baari hattu cinema bandre	unknown state
cinema namm kalpanegu miride adbutvad prithiya lok adare cinemad title seleyade iruvudu ondu karan..	Mixed feelings
Bro super	not-Kannada
Looks like dboss dancing.... ..from dboss fan...	unknown state
Excellent	not-Kannada
Super bro naanu Tik Tok maadtidde aadre adenu nam desha kintluu hechenalla namge nam desh beku adke yella chinaa apps na in install maadidini	Positive
TREND SETTING SONG	Positive
This song is like drink	not-Kannada
Super  song	Positive
I'mGM million  0pp0.	unknown state
muchchale..... aa tulugu navrige huttiror thar yavagalu saundarya sobaguli avaradde hakiruttare..... raaz kamal ondralle kannada hakodu....	Negative
Movie nodilla andre nimagu “ HANDS UP !!!!!”	Negative
idu hosabaru iddaru. prasiddh nat natieru kalavaru (poshak patra kke) irabekittu. onderadu sumadhur sangitad hadugalu irabekittu.	Negative
nimm anubhavad matugalu namage  darideepagalu	Positive
idu idu actually chennagirodu.🤩🤩🤩	Positive
naanu iwattu film nodide..suparunsvalp samay jasti ide...aadre..gotte aagall...yavag nivu watch nodtiro avag tim nodtiro...aag lag anth anistade...illandre 3 hours hogode gotte aagall	Negative
Super bro	not-Kannada
Narayana. Character. Yariga  istha. Illi. Like. Madi	unknown state
Aldh best for prk fans	not-Kannada
Super drama	not-Kannada
Avanige savilla adre evagu edana	Mixed feelings
Avne Dodda copy	Negative
@Dhee Pu Lo goobe rama. Artha iro hage enadru helodidre helu. Sumne tirukalandi thara koribeda.... Madu annodu kriyapada anta nanagoo gottu. Adre 'madu' annodara jote ondu namapada irbeku. Agle vakya sampoornavagodu. kelasa mdu	Negative
dilip kumar nanu kuda bro	unknown state
Nijawaglu  mai romanchana aaguvantaha video  idu  nija  irabahudu	Positive
Super  creative   guru	Positive
Only guru randhawa	unknown state
Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku	Negative
Yar guru evlu chaina hudgi naa indian aa gothilla	Negative
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
kakk madcoxoke band bittiddiy  ishtell helikud chinaxu use madall naan helirodu apps bagge kano products bagge all...madiro kakkan tolkondu manege hogu	Negative
And Narayan swamy yaru yava uru	unknown state
10 dubbing movie barudakkintha 1 e thara movie bandare sakku.	Positive
For Bollywood	not-Kannada
idell nijane eke andre mahabharat nadediruv bagge namage gottide ader kuruhuanshri krishnan hridya igleu poori jagannath devasthandalli jeevantwagi iruvuduton namm  kelvu rajakanigalu taxnhaNa dochuv bagge hchin asaktiannu hondiruttare. addarind intah anek vicharagalu yaarigu tiqidill	Positive
idu charitre srushtiso avataar	Positive
Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli	Negative
Yake jana ogtila andre bec of telegram app bec yala movie galu 1 week ge sigtide yalrugu phone ale nodtidare.tuu itara ole cinimas na yaru ogi nodtilwala anode bejaruu.ban the telegram appnPlzz	Negative
Awesome movie best movie in Kannada 2019	not-Kannada
hadu atyadbhatwagi bandide.. sahitya tumba gattiagee ide..	Positive
Chinddi hagi madidiya guru	Positive
souper .. tumba chennagide ..	Positive
Slow poison song annoru like Maadi	Positive
Re release madi	Positive
Insta link akiddini nodi brother	Positive
Tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira	Positive
Rakshith ShettynRishab shetty nFans hit like here	unknown state
@Nandi Parthasarathi ninu rande	Negative
Marethidhru iga merili	unknown state
chitra geddide adhare nprekRaka sotiddane	Mixed feelings
Arajun Galagali thippesh	not-Kannada
No doubt edu charitre srustiso  avatharane	unknown state
Nice bro	not-Kannada
Hidden detail in  trailer of Avane Srimanarayana....n	Mixed feelings
sar hindi song beg bidi	Positive
Aadk guru nan nimana gurugalu anodu	Positive
Super comment sir	not-Kannada
kett mele  ne buddhi barodu ...	Negative
@Prasad Hegde  andhraval galu eddare .  andra naigalu telugu.kannada premigalu kannada cinema noditare.  darshan. sudip. puneet. yash. rakshit shetti .druv sarja. shivann. Heavy fan fellowing. ide.  But innondu telugu cinema nododu chikkaballapur   jasti .	Negative
50 sala kelidhini ennu kelthane erbeku ansuthe	Positive
Bro super neevu	Positive
*Pramod not Pamod	unknown state
Hi....chaina dalli ago product nnu navu madidvi....adre....namma desha davre namage mosa madidru same model nnu chaina kondogi avrege thorise dublicate madbittu dandu...kammi belege elle mariddare....edde karana...navu hinduliyalu....eglu navu...mado ondondu product chaina dinda tharisthidru adre navu automobiles product naavu madthideevi...adre yaaru encarage madalla.....	Positive
Nikal lowde osmmm dialogue bro.....	Negative
Kelv bvc galu ..nam India dalli eddare Anna...a bvc galu chna ap use madthare anna	Negative
Oooo super sir	not-Kannada
Avane shriman Narayana	Mixed feelings
Aata barutta? 27 kke  show madtini	unknown state
Idu nijvaaglu cinema na illa sum sumne naa ? 🤔	Mixed feelings
Music antu supperrrr sar nimage Handsap	Positive
Bollywood ki aukaat is movie ke aage kuch bhi nhi h it	not-Kannada
kannada is super	Positive
Chiki chiki chikappa nidhe madidh saku helappa🥰🥰🥰	Positive
Kgf fan like har	unknown state
En guru song akkan idu song Andre akkan navgothalla	Positive
Ellla ok kannada kammmi aytu   nimm mathalli	Negative
nann prakaar cinema nododakke bandavarige odondu irulli uchit andre jan sagarve barbahudu	Mixed feelings
Bindu medam miss youuuuuu	unknown state
Youtube channel nalli ASN release promos upload madi sir	Positive
Hands up-_if u like nHands up-_movie superhitnHands up-_record breakern Iddu hosa dakale shrutiso samaya ....	Positive
@10 R Lo Kanda... Baiyoke ninthre nim appa kano naanu	Negative
Eshttu sari kellidaru besaramudada haddu	Positive
ninu gedde bidu guru.....	Positive
V p Sir fan's like here	Mixed feelings
i ondu step sakun cinema nodelu.. ent marre chennaguntu ait steppu	Positive
idu charitre srushtiso chitra annoru like madi	Positive
Yaryaru matte nodtiddira like madi	Positive
Yen song guru...benki #ASN	Positive
video atyuttamawagide munduvariiri idu nijawagiu i videovannu nodid nantar naanu tumba nakkiddene	Positive
Priya Goudar	unknown state
Only Kannada no English	unknown state
Power star ..fans laik madi	Positive
32 M	Mixed feelings
Super duperrr hit	not-Kannada
Rashmika andre yaru guru nThukali sule edalala avle erboda	Negative
@AJITH S SHETTY yak uribeku.	Negative
@Saathwik H R aadru avrige loss illa bron production house avru cleanaagi agreement maadkobeku alvaaa brooooo.....	Mixed feelings
Climax Swalpa Change madbekittu...	Negative
samanya manushya shankar sar  namage nivu madri	Positive
BGM is Superbb	Positive
All d best from ballari NTR fans	Positive
Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu	Negative
Guru nam indiadalli	Mixed feelings
Lots love from kannadigas 🤗	Positive
Nkn sakkat guru....	Mixed feelings
@Darshan H R no way bro	Mixed feelings
Fan from maharashtra 🤩🤩🤩	Positive
@Nandi Parthasarathi nin tullige	Negative
Super rakhit we love u and kannada	not-Kannada
@ashwini p avunu dagar devarakonda	Mixed feelings
togarithippan  dratsant  kelidare   santotve  santosh	Positive
Nice steps like chirnjevi	unknown state
souper  nayak	Positive
D Boss support idre sinima gellutte no doubt	Positive
Sakath guru....  Avan amman innu rost madri broooo nAvarella nam INDIA  dalle erbardu hag rost madri..  Guru	Positive
Dubai le fcbk le movie nodiedi  eyes le ner bantu nam jana ke yav cinema nodbeyaku anta gotilla kgf movie barueti odi badi hogi noderi	Positive
super sir	not-Kannada
guru nin helu prakaar yaaru mawin suport modbardu	Mixed feelings
Nakkan benki guru	Positive
da.shambhu baligaar ravar .....nwoVgari tipp (janapad hasya chatocky)  adhbut  nirupane	Positive
Hindi ..Kannada ..haadugala hatrakkku barukke sadhyene illa	Positive
Le gandu nan magane	Negative
souper  san	Positive
guru idell nambo maat	Negative
sar idann namm kalpane cinema	Positive
Jaanu R9 🤣	unknown state
Your father is a great actor.but industry nalli ollethankke bele kodalla.olle natarige sambavane kodalla.mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi	Negative
Fab Trailer	not-Kannada
bharatad gadige avananne kaluhisi nillisali iddavanu	Positive
Excellent makeing kingmaker	not-Kannada
chiniyar vicitra aachar hagu ader dhushparinam tilisi. udaharane	Negative
Super guru ninu..	Positive
Anjali Devi super	not-Kannada
Kgf 2	unknown state
E kannalli ennu en  en nodbeko bro	Mixed feelings
Appu fans like here	Mixed feelings
Nam janakke love story iro movie Andre bari romance	Positive
Idu charitre srushtiso avatara e line kelidmele tak anta nenpagodu vijay prakash sir annovru like madi	unknown state
Same feelings for me	Mixed feelings
Barbeaku hogbeku aste  nav tu0baa hero s nodi sakhgidhe ok good luck	Positive
Rakshith Sir fan like here	Positive
Looks like it's a suspense movie	Mixed feelings
Nambike eruvavaru nodi	Mixed feelings
Rakshith fan kerala	unknown state
Hindi me kab ayega???	not-Kannada
Chinna voice super jai army	not-Kannada
Super signature step..	not-Kannada
Good one in kannada.. feel great	not-Kannada
nan Film  or TV serial  producer agidre nimge patra create madi olle  sambhavne kottu act mado chance kodtidde	Positive
USA brand but aduna produce madoke USA ali skilled labour ilvala aduke china davru madtarennApple mobile togondru china ke income hogute	Negative
Goood work keep going	not-Kannada
Agadre no 3 yaru	unknown state
souper guru vp voice ultimate	Positive
namaskar super bro	Mixed feelings
Good ..but small dout karavali bittu berekade content sigalva.	Mixed feelings
ello eno agiddakke tick tock ban madiddare anteonnlow kachad kantri gajji nann nai nann magane namm deshad sainikar 20 sainikaru usirann kittucondiruv shatru rashtrad kittogiro aap annu dileete mod irodakke ello eno agide anno buddhimadyate ninage tumbide ninnant avarannu directagi hanege gundittu china border alli nillisi saisbeku collabeku	Negative
Views got struck	unknown state
Nivu deshada Ella moole moole bidade suttidira. Avaru hagella sikka sikka varigella kanisikolluvudilla	Negative
AvaneSrimannarayana du background music BGM release madi sir	Positive
Howdu movie Adbhuta..... tumba chennagide..... but ending swalpa disturbing ansatte..... adi and diya ondagiddidre innu chennagirtittu..... Elru tumba chennag act madidare	Negative
Jai appu boss	unknown state
Is different song full Ishtar aytu movie ellaru nodri	Positive
He need break..	Mixed feelings
@Praveen Kumar jaathi naayi banthu helu	Negative
Movie super guro	Positive
@prithvi nayak chapper bozimakl.. lucton fance buddi ellige hogutte elli hodru bari urkotiode aaytu nimm janmakke.. nimm luchange heldro ondadru hit sirial kodu antah pailwan sirial also flap	Negative
sar ...naav bezar aadag intah kathe kaltini.	Positive
Annaya super troll	not-Kannada
Number 1 song	not-Kannada
yest olle kalsa nan yavag e kelsa madtaro anta kaytayde thamk u brother full happy	Positive
i love you dia	Positive
Ashvathama nali bandu nimagu meet agtare nivo wait maadi	Positive
@Megharaj 1	unknown state
Super guru neenu tiktak sede galige yeneludru arthagalla	Positive
Anna yavuranna nindu...chamarajnagarana...	unknown state
Creative = rakshit shetty	Positive
Enu helede guru baidaru kuda paragilla good thingking	Positive
NKn idddu trol andre...  bro naanu tick tock ge adict agidde... bat nam deshakkint doddall  i tick tock... ashte... innond vishya nam deshad roposo downlod madi open madi nodudru... avnamman  aa kittod  munde bindu gaud... adrallu saytavle guru.... avllige enadru madi phone yuse  modbardu aa tar trol madi bro....  avnamman handi tikad tar iro moothin nodakkaktill....	Negative
Super bro nD BOSS FANS	Positive
All Celebrities HandsUp Challenge |Avane Srimannarayana Movie |HandsUp Song Kannadan	unknown state
rakshit anna nyashanal star agodu pakka ayn san souper bijim lirix souper san souper al di best	Positive
Movie was amazing!!🤩🤩	Positive
Salaam racky bhai	Positive
Rocking Kannada Movie	Positive
@Manjunath mtr in	unknown state
@TROLL MONSTER_KANNADA lai dagar fansu jaggu dada flop u kurukshetra flopu tarak flop u	Negative
Seems like they are sallu muvi fans🤣🤣	Negative
rakshit shetti badi longwej nodutta shankar naag avarannu nenapadicondavaru like mattu coment madi..	Positive
Yes true lines	not-Kannada
Gauri Keshav thookada mathu	Mixed feelings
@V B Ade	unknown state
souper hit sans	Positive
Dada fans    kadeind  all da  best	Positive
Bro  I am your big fan	not-Kannada
Nanu yash sudeep darshan appu cinema bittu yardu nodalla	unknown state
@Raj Kannadiga idhu idhu namma    Nijavaada kannadigana  maathu	Positive
Neevenu promotion maadilla andru Kannada dalli navu guarantee nodtivi........north Alli promote madrappa .......Valle market idae Alli enta films gae ........madrappa 50 crore plus  min collection agutte	Positive
aadre china ge backet hiditare	unknown state
bru yutub ya deshkke seriddu anth gottill  ader bagge mahiti tilisicody	Positive
souper ann ninu	Positive
GTA 5 BRO	unknown state
Ondu week ga 11 films release madudra.Ee traffic jam alli nimana lock madi tamil telugu vehicles ge zero traffic in karnataka.	Negative
Jai d boss	unknown state
Super  channel super msg	Positive
Very good movie	not-Kannada
Benki bindangide rasmikage	Negative
Audience are customers	unknown state
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
MANJUNATH HM bobby sar idu uttar karnatakad bhagadalli naded naij ghatne aadharit kathe	Mixed feelings
Guru super	Positive
idu charitre srashtiso avataara	Positive
jai d boss	Positive
Bro super video bro... Eglaaaa adru buddhi barli namm e janagaligi	Negative
Charitre srustiso avatara.....	Positive
Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰	Positive
Mutturaj Melageri nkanti	not-Kannada
benki kanri nivu	Mixed feelings
Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte	Positive
Rashmika & vijay deverkonda haters like here	Negative
bindhu lowda na enu rost madu guru	Negative
Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷	Positive
@jagadish g dambal	unknown state
E tara film ge ella kaitaididdu.... Welcooome..... Item song iro	Positive
Hindi dubbed movie download link hd	unknown state
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Nice song avane srimannarayana	Positive
Osam bro big fan	not-Kannada
Pacca edu charetre shrushisti  so avatara	Positive
Bro neevu helodhu correct naanu kooda tik tok uninstall  maadidini.adre bad words jaasthi use maadbedi bro	Mixed feelings
tumba olleya hadu	Positive
Superb bro inge continue madi	Positive
yash bass abhimanigarind All The Best	Positive
nimmantah kalavidarige shramakke pratifal siguttade......i cinemad moolak kannadigar hridyadalli sthaan padedu condiddir ..... mundin cinemagaligu sada nimm jote baruttare ... mumbaruv cinemagalige odaleyadagali	Positive
sar nimmalli kelicollodu ishte nBArawavannu munnadesuv jawabdari nammellaradagide adakkagi sar inspire videogalu yavtar yavudralli beleyabeku annodu ondu video madi sar plice. Mi ranga ballarikhani karon dalli endu yav tar belibeku annodu video madi sar plice	Positive
