text	category	text_trans
പാടി നടക്കാതെ പോയി മൂക്കുത്തി അന്വേഷിച്ചു വാടി	unknown_state	paati natakate poi mukkutti anveshichu wati
ഇനിയാണ് മമ്മുക്കയുടെ അസ്സൽ മാമാങ്കം കാണാൻ പോകുന്നത്	Positive	inia mammukkayute assaൽ maamanke kanaൻ pokunnat
Tech & entertainment videos കാണാൻ pls subscribe VeeTalks	unknown_state	Tech & entertainment videos kanaൻ pls subscribe VeeTalks
എത്ര വട്ടം കണ്ടു എന്ന് ഒരു ഐഡിയയുമില്ല	Positive	etra vatta kantu enne oru aidiayumill
മലയാളത്തിൽ ഇനിയും ഇങ്ങനുള്ള ത്രില്ലെർ പടങൾ വരണം	Positive	malyalattiൽ iniu ingcknull trileർ pataresൾ varana
Endokayo poraima ulathai thoniyath enk matram ano	Negative	Endokayo poraima ulathai thoniyath enk matram ano
Haters 🤭🤭🤭🤭🤭🤭 ethoke onu kand nokaane......trolumbo....noki troluuu	Positive	Haters 🤭🤭🤭🤭🤭🤭 ethoke onu kand nokaane......trolumbo....noki troluuu
Nayakan maatkku age koodumpol thorum cmemayude perum marunnu.. Big brother.. Great father.. Valyettan.. Ini kurachu kalam kazhyumpol ivaride cinemakalude peru.. Valyappoppan.. Grand dady... My grandpa..	Negative	Nayakan maatkku age koodumpol thorum cmemayude perum marunnu.. Big brother.. Great father.. Valyettan.. Ini kurachu kalam kazhyumpol ivaride cinemakalude peru.. Valyappoppan.. Grand dady... My grandpa..
Status Videos Mathramulla channel aanu	unknown_state	Status Videos Mathramulla channel aanu
മൂക്കുത്തി കാണാനില്ലെങ്കിലും കക്ഷം ഇഷ്ടം പോലെ കാണാൻ ഉണ്ട് .  ഇതെന്ത് കക്ഷത്തിന്റെ സംസ്ഥാന സമ്മേളനമോ	Negative	mukkutti kananillengil kaksha ishta pole kanaൻ und .  itent kakshattine sansthan sammeanmo
Lalttan die hard fans hit like	unknown_state	Lalttan die hard fans hit like
ലാലേട്ടന് കണ്ണ് കാണില്ല എന്ന് എത്ര പേർ ശ്രദ്ധിച്ചു.... അതോ ഇനി എനിക്ക് മാത്രം തോന്നിയതാണോ? 🤔🤔🤔	unknown_state	laletan kann kanill enne etra peർ shraddhichu.... ato ini enic matra tonniyatano? 🤔🤔🤔
Aaroke parayunnu ee song ishq le song ne kaalum super aanenn	Positive	Aaroke parayunnu ee song ishq le song ne kaalum super aanenn
ചാനലിന്റെ പേര് ശ്രദ്ധിച്ചവർക്കു ലൈക്ക് അടിക്കാനുള്ള സ്ഥലം...	unknown_state	chanaline per shraddhichchavർkku lic atikanural sthalam...
Mammookka Nte Look Vere Level	Positive	Mammookka Nte Look Vere Level
Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa	Positive	Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa
24 hours kond 4 million cross cheyyum enn urappullavar like adikk	unknown_state	24 hours kond 4 million cross cheyyum enn urappullavar like adikk
പ്രതീക്ഷയോടെ കാത്തിരിക്കുന്നവരെ ഇങ്ങനെ മൂഞ്ചിക്കരുത്. എന്ത് ഊള എഡിറ്റിംഗ് ആണ്	Negative	pratikshayote kattiriunnavre ingtone munchikkarut. ent ul editing aan
തിയേറ്ററിൽ പോയി കണ്ടില്ലെങ്കിൽ വൻ നഷ്ടമായിരിക്കും..  Waitingg for release..	Positive	theatteryൽ poi condillengiൽ waൻ nashtamairik..  Waitingg for release..
Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...	Negative	Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...
മമ്മൂക്കയേക്കാൾ ദാസേട്ടന്റെ ശബ്ദം ശ്രദ്ധിച്ചവരുണ്ടോ ....? Theatre experience  Dasettan  Mammookka	unknown_state	mummuyekaൾ dasetinte shabda shraddhichavarundo ....? Theatre experience  Dasettan  Mammookka
മ്മടെ ശ്രേയ ഘോഷാലിന് കൊണ്ട് പോയി കൊടുത്ത ഒരു പാട്ടെ...   🤭🤪	unknown_state	mmate shrey ghoshalin kond poi kotutt oru patte...   🤭🤪
on KAIRALI TV | ഒരു അവലോകനം	unknown_state	on KAIRALI TV | oru avalokana
Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath	Negative	Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath
Shooting Kottayathayirunnu, njangade pazhe standum, baker junctionum okke traileril kanam	unknown_state	Shooting Kottayathayirunnu, njangade pazhe standum, baker junctionum okke traileril kanam
തമിഴ് ത്രില്ലെർ സിനിമ കണ്ടത് മതി. നമുക്ക് ഇനി ഒരു അടാർ ഐറ്റം വരുന്നുണ്ടെന്ന് പറഞെക്ക്. Katta waitting	Positive	tamil trileർ sinim kantat mati. namuk ini oru ataർ itom varunnunden paranek. Katta waitting
ട്രെയ്‌ലർ കണ്ടിട്ടു ഇതു അനുരാഗ് കശ്യപ് സംവിധാനം ചെയ്തതു പോലുണ്ട്..	Positive	tralർ contitu itu anurag kashyap samvidhana cheitatu polund..
ഓരോ ടൈപ്പ് മനുഷ്യന്മാര് അല്ലെ മോളെ........... Kiduveeeeeeeeeeee	Positive	oro type manushyanas alle mole........... Kiduveeeeeeeeeeee
Ntho ee moviyum ee songum....ellaavareyum orupaad ishttaaaaaaaaannu...Shane  super	Positive	Ntho ee moviyum ee songum....ellaavareyum orupaad ishttaaaaaaaaannu...Shane  super
Kgf poleyulla padam kanda feel.. kidilam	Positive	Kgf poleyulla padam kanda feel.. kidilam
Kidiloski padam‍‍‍ sheriyaya psych padam fahade	Positive	Kidiloski padam sheriyaya psych padam fahade
ഇന്നല്ലോ പൂത്തിരുനാൾ മകം പിറന്നൊരു മങ്കക്ക്..................... 🤣🤣🤣🤣🤣കോപ്പി	Negative	innllo putthirunaൾ makm pirannoru mankak..................... 🤣🤣🤣🤣🤣coppy
0:15 sec..... Ho... Romanchification... Ikka pattu padi thimirkkum...	Positive	0:15 sec..... Ho... Romanchification... Ikka pattu padi thimirkkum...
Sreya ghoshal പാടിയതായോണ്ട്  കണ്ടവരുണ്ടോ...	unknown_state	Sreya ghoshal patiyatayond  kantavarundo...
Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu	Positive	Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu
Ente ponno Malayalam rakshasan loading	Positive	Ente ponno Malayalam rakshasan loading
അവളുടെ കവിളത്ത് ഒന്ന് പൊട്ടികട ഉവേ അപ്പോ കാണും അവളുടെ മൂക്കുത്തി	unknown_state	avalute kavicat one potikat uve apo kaanu avalute mukkutti
Film  കലക്കും,,,,,, ടെയിലർ എഡിറ്റിംഗ് പോരാ,,,, സ്റ്റണ്ട് മാത്രമേ ഉള്ളൂ ലോ,,.?	Mixed_feelings	Film  kalkku,,,,,, teilർ editing pora,,,, stund matrame ullu lo,,.?
Vineeth aano Vivek oberoi dubbing.	unknown_state	Vineeth aano Vivek oberoi dubbing.
എല്ലാ ദിവസവും കാണുന്നവർ ഉണ്ടോ??  എന്താ ഒരു  feel	unknown_state	ella divasavu kanunnavർ undo??  enta oru  feel
macha release onnu parayuo epla nu	unknown_state	macha release onnu parayuo epla nu
Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham	Positive	Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham
Shavakallarayile Kuzhimaadathile Peril Oru Letter marach pedich lalettan ninnappo Onnu Nadungi	unknown_state	Shavakallarayile Kuzhimaadathile Peril Oru Letter marach pedich lalettan ninnappo Onnu Nadungi
ഇപ്പഴാ മനസിലായത്  ഉണ്ണിയുടെ മൂക്കുത്തിയാ കാണാതെ പോയത്..	unknown_state	ippana mansilayat  unniute mukkuttiya kanate poyat..
Onnum nokanda apo pado super hita	Positive	Onnum nokanda apo pado super hita
Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.	Positive	Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.
Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive	Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
എന്റെ പൊന്നോ എത്ര തവണ കണ്ടിട്ടും മതിയാവുന്നില്ലലോ	Positive	ente ponno etra tavan contit matiyavunnillalo
Cinema muyuvan manassilayi ini padam kaanano	Negative	Cinema muyuvan manassilayi ini padam kaanano
Ikka bakthanmaar like adi   Ikka istham	unknown_state	Ikka bakthanmaar like adi   Ikka istham
Mammukkante introkku വേണ്ടി wait cheidhavar like adiii	unknown_state	Mammukkante introkku vendi wait cheidhavar like adiii
ആരോ ഒരാൾ അല്ല ... എന്റ ഏട്ടൻ  my ബിഗ് ബ്രദർ	unknown_state	aaro oraൾ all ... enera etൻ  my big bradർ
Mamookaa look... oru rakshayum ellaa...	Positive	Mamookaa look... oru rakshayum ellaa...
പടം 50 കോഴ്സ് നേടും എന്ന് ഉറപ്പ് ഉള്ളവർ ലൈക്	unknown_state	pat 50 kolos nedu enne ushp ulsavർ lik
ദാസേട്ടന്റെ ശബ്ദം. മഹാനടന്റെ മഹാനടനം. ആഹാ അന്തസ്സ്. 🤩  ഈ സോങ് കാണുന്ന എല്ലാ പ്രേക്ഷകരും ഈ ചെറിയ ട്രോൾ ചാനലിനെ കൂടി സപ്പോർട്ട് ചെയ്യണം എന്ന് അപേക്ഷിക്കുന്നു	Positive	dasetinte shabda. mahanane mahantana. aaha antass. 🤩  i songh kanunn ella prekshakaru i cheria troൾ chanalin kuti sapoർtt cheiyant enne apekshiunnu
`pritvi recent interview story  tread parjirunnu ethndu  main katha  thnnea appol vichrichtha egeruthnnea allea producer ennu ennitum entha ethu ok parnju padathe kollunthu ennu ee  cimail ulla ageruda confidance anu ennu trailr kandapola mansil ayathu	Positive	`pritvi recent interview story  tread parjirunnu ethndu  main katha  thnnea appol vichrichtha egeruthnnea allea producer ennu ennitum entha ethu ok parnju padathe kollunthu ennu ee  cimail ulla ageruda confidance anu ennu trailr kandapola mansil ayathu
രാത്രി വാണം വിടാൻ വേണ്ടി ഈ സോങ് കാണുന്നവർ ലൈക്‌ അടിക്ക്	Negative	ratri want vitaൻ vendi i songh kanunnavർ lik atic
ഇക്കാടെ ഭക്തന്മാരെ എന്റെ ചാനൽ കൂടി ഒന്നു subscribe cheyyamo	unknown_state	ikkate bhakthanare ente chanൽ kuti onnu subscribe cheyyamo
ഹൌസ്ഫുൾ ഷോകളുടെ പെരുമഴക്കാലം  കൂക്കി വിളിച്ചവരെ കൊണ്ട് കയ്യടിപ്പിച്ചു മാമാങ്കം  പടം വീഴും എന്ന് കരുതിയവർക്കു തെറ്റി എതിർ പക്ഷത്തു ഏറ്റ കുറച്ചലുകൾ ഏറെ കണ്ട മെഗാസ്റ്റാർ ആണ്..  ഇത് ചരിത്രം  Christmas first choice MAMANGAM	Positive	hausphuൾ shokalute perumaikalam  kuki vilichavare kond kayyatippitchu maamanke  pat vissu enne karuthiyavർkku teti ethiർ pakshattu etheera kullchchalukൾ ere kant megastaർ aan..  it charitra  Christmas first choice MAMANGAM
kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi	Mixed_feelings	kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi
Bheeekara  padammmmm  shannneeeee  muthanuuuuuuuuuuuuuuuu	Positive	Bheeekara  padammmmm  shannneeeee  muthanuuuuuuuuuuuuuuuu
Captain kunjali sparrow	not-malayalam	Captain kunjali sparrow
trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer	Positive	trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer
I love Mammookka.  Love from Telangana.	not-malayalam	I love Mammookka.  Love from Telangana.
yenthu chali annu bro ethu	Negative	yenthu chali annu bro ethu
ഇത് ആള് വേറെയാ പിടക്കുന്ന നോട്ടിന് വേണ്ടി പച്ച ചോര കുടിക്കുന്ന അസുരൻ കട്ട വെയ്റ്റിംഗ്	Positive	it all vereya pitakkunn notine vendi pachch chor kutiunn asuraൻ kat wayting
Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗	Positive	Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗
masss effect	Positive	masss effect
ഞാൻ ഒരു കട്ട ലാലേട്ടൻ ഫാൻ ആണ്.. ന്നാലും മലയാള സിനിമ യിലെ ഇത്രയും effort എടുക്കുന്ന പടങ്ങൾ ഇനി ആരുടെ പേരിൽ ഇറങ്ങിയാലും അവർക് സപ്പോർട്ട് കൊടുക്കും. അവിടെ ഏട്ടനും ഇക്കയും ഒക്കെ സമം ആണ്...കാരണം ലാലേട്ടനും മമ്മൂട്ടിക്ക യുമൊക്കെ മലയാളത്തിന്റെ യശസ്സിനു വേണ്ടി നിൽക്കുന്നവർ ആണ്.. തമ്മിൽ പോരാടിക്കുമെങ്കിലും മനസ്സിൽ തമിഴനോ, തെലുങ്കനോ വേണ്ടി ശബ്ദം ഉയർത്തുകയില്ല..  മലയാള നടന്മാർക്ക് ആണ് സപ്പോർട്ട്.. അവർ കഴിഞ്ഞേ ഉള്ളൂ ഏത് അന്യ ഭാഷാ കാരനും.. പിന്നെ ഇവിടെ ഇത്രയും പറഞ്ഞതു വേറൊന്നും കൊണ്ടല്ല...,  വലിയ പ്രതീക്ഷ യാണ് ഈ പടം..  പാട്ടുകൾ പോലും മറ്റു ഭാഷാക്കാരും രാജ്യക്കാരും വിലയിരുത്തുന്നതുമാണ്... ശ്രദ്ധിക്കണം..  നല്ല വരികൾ .. നല്ല ഇമ്പ മുള്ള ഈണം.. ഇതൊക്കെ ആഗ്രഹിക്കുന്നതിൽ തെറ്റുണ്ടോ...? ഇനി ഇറക്കുന്ന പ്രൊമൊ കൾ മികച്ചതാകട്ടെ	Positive	naൻ oru kat laletൻ phaൻ aan.. nnal malyala sinim ille itryu effort adukkunn patangoൾ ini arute peryൽ irannial avർk sapoർtt kodukku. avite atanu ikkayu ocke sama aan...karea laletanu mummutica yumoce malyalattine yashassinu vendi niൽkkunnavർ aan.. tammiൽ poratiumengil manassൽ tamilno, telukano vendi shabda uyർttukaill..  malyala natanmaർk aan sapoർtt.. avർ kachigne ullu et anaya bhaasha karnu.. pinne ivite itryu paranjatu veronnu kontall...,  valia pratiksh ya i pat..  paattukൾ polu matu bhashakaru rajyakaru vilyiruttunnat... shraddhikna..  nall varikൾ .. nall imp mughal iea.. itokke agrahikunnatiൽ tetundo...? ini iokkunn promo kൾ mikachchatakate
