text_clean	y
ಸಪರ ದಪರ ಹತ	not-Kannada
ಯವ ಮವ ಫಲಪ ಅಡರ	Mixed feelings
ಸಪರ ಅನನ ಸಕಥಗ ಉಗದದರ	Positive
ಬರ ಐತ ಬರ ಬರ ಬರನಅನಹತ ಅನಹತ ಐತನ	Positive
ಕನನಡಮಟ ರಮಕ ಫಲಮ	Negative
ಅದಬತವದ ಸಗತ	Positive
ಸಪರ ಸರ	not-Kannada
ಪರವನ ಪಸಕ ಜಯ6	not-Kannada
ಸಪರ ನಕಕ ನಕಕ ಸಕಯತ	Positive
ŕäವîñđŕå_02_ಗøವđřú ಸಪರ ಬರ	not-Kannada
ನನ ಡಯಲಗ ಸಪರ ಗರ ಚಡ ಗರ	Positive
ಡಸಲಕ ಮದರರ ಮಸಟಲ ರಶಮಕ ಮದನನ ಫಸ ಅನಸತ	Negative
ಬಸ ಯರ ಸಡ	Negative
ಬದ ಡವ ಆಟ ಮತತ ಸಗಡಗರ ಉರ ಬಸಡ ಯರ ಅತ ಪರವ ಮಡತ ಇದಳ ತಕ ಟಕ ಮಡಲಲಲ ಇವಲಜ ಸಡಸ ಬರತತ ಇಲವ ಚನಲ ಗ	Negative
ಸಗ ಈರ ರಜ ಗ 3ಟ5 ಮಲನ ಅಗಬಕತತ	Positive
ಅವಸಮ ಎಸತ ಸರ ಕಲದರ ಇನನದ ಸರ ಕಲಲನ ಆಸಟಡ ಆಡಕಟವ ಮಯಸಕ ನಸಟರ ಲಕ ಲಕ ರಗ	Positive
ಸಪರ ವಸ ಕನರ ನಮದ	Positive
ಟಬ ಓಲ ಕಥ	Positive
ಕಲಬರಗ ಆಡ ಬದರ ಜಲ ಜನರ ಲಕ ಮದ	Mixed feelings
ತದಗ ತಕಕ ಮಗ	Positive
ಹಪ ಥಸ ಮವ ವಲ ರಲ ಇಡಯನ ಸನಮ ಶರಮನ ನರಯಣ ಇನನ ಹಲವ ಭಗಗಳಗ ಕನನಡ ಚತರರಗದಲಲ ಅವತರಗಳನನ ತಳವದರಲಲ ಸಶಯವ ಇಲಲ	Positive
ನನ ವಡಯ ಡಲಟ ಅಗಲ ಬಡ ಬರ ನಗ ನವ ಸಪಪರಟ ಮದತವ ಇನನ ತರ ವಡಯಸ ಮಟಸತ ಮಡ ಚನ ಬಕಟ ಗಲಗ ಟಲ ಕಡಸಕಬಡ	Positive
ಸಪರಬ ತರಲರ	Positive
ಸಪರ ಜಐ ಕನಡಗ	Positive
ತಕ ಫರಮ ಕರನಟಕ ಕಚಛ ಸದಪ ಫಸ	Positive
ತಬ ಹಸ ಹಗ ರಚನತಮಕ ಹಡ	Positive
ವರಪಪನ ಏನನ ಬಡಕವನ ಏಲವ ಎದರ ಬಗಗ ಓದ ವಡಯ ಮದ ಸರ	Mixed feelings
ಸಪರ ಗರ	Positive
2020 ಬಲಕಬಸಟರ ಹತ ಮವ ಜಐ ಕರನಟಕ	Positive
ಐ ಆಮ ಫರಮ ಆಧರ ಪರದಶ	not-Kannada
ಸಪರ ಕಮಟ ಗರ	Positive
ನಜವದ ಪಯನ ಇಡಯನ ಚಲನಚತರ ದಯ ಅತಯದಭತ ಚತರ ಗರ	Positive
ಫಲಮ ಯವ ಲವಲಲಗ ಸಪರ ಹತ ಆಗಬಕ ರಶಮಕ ಮದಣಣ ಮಟಟ ನಡಕಳಳವ ಹಗ	Negative
ಪರಕಶ ಗ ಬದರ ಹಳತನ ಗರ ನಗ	Negative
ಅಜಯ ಶಟ ಪಲವನ 2000 ಡಸ ಇನ ಮರ	not-Kannada
ಸಪರಬ ಬರ ಉನನಸಟಲಡ ಅಲ ಚನ ಆಪಪ ಅಲ ಪಲಝಜ	not-Kannada
ಸಪರ ಸಪರ ಬಸ	Positive
ಕಪ ಬದದಥಡ ಸಪರ	unknown state
ಕನನಡ ಇದರಟ ಇವಗ ಇವಗ ಇಮಪರವ ಅಗಟಐಡ ಅನನವರ ಲಕ ಮದ	Positive
ನದ ಪರಥಸರಥ ನಮನವಗ ನಮನಕಗ ಇಟತನ ಇಲಲ ನನಗ 50ಆಫ ಬ	Mixed feelings
ಮಯಸಕ ಅಲಲ ಏನ ಕಕ ಇದ	Positive
ಕಡ ಓಡಯವ ಮಜನ ಬರ ಇನಸರಟಡ ಪಪಲ ಗಟ ಅನಸವರ	Positive
ಸಪರ ಸರ ಟರ	not-Kannada
ನಮಮದಶ ಕತ ಇಷಟ ಕಣಪಪ	Negative
ಅಬಬ ಸಪರ ಟಕ ಟಕ ಬನ ಅಯತ	Positive
ಮಜ ಇಲಜರ ķ ನ290ನಲķìïಹಸ ಕಕàರಟ78 ಮಲ07þ52	unknown state
ನನನ ಮನಗ ಬದದದ ಫಲ ಪರಟ ಮಡದವ ಇದನನ ಉಪದತ ಮಡ ಬರದರ	unknown state
ನರಯಣ ಸವಗ ಗ ಯರ ಫದ ಆದರ ಲಕ ಮದ	Positive
ರಪಸ ಎಗ ಅರಮಗ ಇತತ ಏಗ ಏಲ ರಪಸ ಗ ಬದ ರಪಸ ಹಲ ಮಡತ ಅನನ	Negative
ನನಗನ ರಕಷತ ಶಟಟ ಶಕರನಗ ಸರ ತರನ ಕಣಸತತರ	Positive
ಬರ ಗಮ ನಮ ಹಲ	Mixed feelings
ಬರ ಏತ	unknown state
ಸಲಟ ಸರ ಐ ಮಟ ಓನಸ ಐ ಆಮ ಹಪಪ	not-Kannada
ಸರ ಸಪರ ಕಪ ಇತ ಉಪ	not-Kannada
ಕನನಡ ಪದಗಲ ಜಡನ ಅಧಭಥ	Positive
ಫಸ ವರಸ ಬಟಟ ನಮ ಕನನಡ ಫಲಮಸ ಬಲಬಕ ಅನನರ ಲಕ ಮದ	unknown state
ಯರ ಬಕದರ ಪಮ ಅಗಕ ಅಗಲ	Mixed feelings
ಸಪರ ಸಗ ಬರ	not-Kannada
ಅನನ ಸಪರ ಅನನ	Positive
ನದ ಪರಥಸರಥ 108ತಗ ಡಲವರ ಟಮ ಬದರ ಗ ಕಲ ಮಡ	Mixed feelings
ಡಸಲಕರಸ ಫಕಗ ಡ ಬಸ ಫಸ	Negative
ನದ ಪರಥಸರಥ ಡಗರ ಸಳ ನನ ತಲಲಗ ಬಕರಡ ಬಯರ ತರಕ	Positive
ಸಪರ ಬರ	not-Kannada
ಮವ ನದ ಹಯಡಸ ಉಪ ಮದ	Positive
ಇವರಲಲ ನಜವಗಲ ನಮ ಇಡಯನ ಅತ ಅನಸತತ ಅನನ ಯಪಪ ಇಸತ ಹಮಸ ಕಡಇದರ ಟಕತಕ ಅತದರಲಲ ಯಪಪ ನಜವಗಲ ಇವನಲಲ ನಜವಗಲ ಆಇಶಬಕ	Negative
ಐಮ ಫಲ ಹಪಪ ಬರ ಸಪರ ಗರ ಲ ಮ ಫಲ ಹಪಪ ಬರ	not-Kannada
ಎರಡನ ಬಗ ಅಪಲಡ ಮಡ	Positive
ಐ ಲವ ಸಗ	not-Kannada
ಪರ ರಈ ಕಡ ತಲಲ	not-Kannada
ನಮ ಜನನ ಇಸತ ಆಡ ಓಲ ಫರಶ ಸಗ ಗ ಸಪಪರಟ ಮಡಲಲ ಬರ ಸಮ ಓಲಡ ತಮಟ ಸಗ ಇದದಡಡರ 10 ಮಲಯನ ಸ ಮದರರ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ವರ ನಸ ವರ ವರ ಸಪರ	Positive
ಜಐ ಹದ ಜಐ ಕರನಟಕನ ಆಡನಸಪರ ಸಗ ಬರ	Positive
ಅಮಝಗ ಸಗ ಗಡಲಕ ಟ ಅಲಲ ಟಮ ಸಪರ ವಪ ಸರ	Positive
ಯಸ ಸಘ ಓಕ ಸಘ	Negative
ŕäವîñđŕå_02_ಗøವđřú ಬರ ಫಸಟ ಅವಗ ಬಸ ಸಪಲಗ ಕಲಯಲ ಹಲ ಓಡಕ ಅಸಯಯ ಅಗಟಟ	Negative
ಗಲಮ ಮವ ತರಹ ಓದ ಮವ ಮದ ನನ ಹಶರರ ಮಟ ಕಲಲಸತತ	Negative
ಹಚಚ ವಕಟ ಸನ ಮಡಯ	Negative
ದಯತಫಲ ಸಗ	Positive
ರಕಷತ ಶಟ ಸರ ಸಪರ	Positive
ಡನತ ಪಸಟ ಫಕ ವಡಯಸ	not-Kannada
ಗರ ಸಪರ	Positive
ಬರ ಐ ಲಕ ಊರ ಸಪಚ	not-Kannada
ಸಪರ ಸಗ ಗರ	Positive
ಸನಮ ಸಪರ ಆಗಡ	Positive
ಸಪರ ಬರ	not-Kannada
ಥಸ 12ಕ ಡಸಲಕಸ ಅರ ಜಲಸ ಕಗ ಫರ ಸರ	Negative
ಹಲಡ ಗರ ನನ	Positive
ಕಗಫಚಪಟರ2 ಕಗಫ2	unknown state
ಸಪರ ಬಗಮ ಮಸಥ	not-Kannada
ಸಪರ ಮ ಫವರಟ ಸಗ	Positive
ಯಲಲ ಓಕ ಈಈ ಅರಯಗಯಕ ಹಕರಕ ಬಡ ಯಕ	Negative
ಐಮ ಸನಸಗ ರಗ ಲಕ ಸಟರ	not-Kannada
ಅಬಬಬಬ ಸಪರ ಮವ	Positive
ರಯಲ ಅಮಝಗ ಸಗ	not-Kannada
7 ಜನ ಚರಜವಗಲಲಲ ಓಬಬ	Positive
ಯಕ ರಜಕಮರ ಫಯಮಲಸ ಹಲಪ ಮದಲಲ ಇವರಗ	Mixed feelings
ಹದ ಡ ಬಬ	not-Kannada
ಕಳ ಕದರವ ಭ೦ದವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ ಮನನಡನಇದದರದದ ದತ ಕಥನನಕ ದಕಕನಲ ಬಕವನನಬದಕ ಹಡದ ಮನವನನತಲ ಮಲದ ಕರಟನತರ ಹಠನಗರ ಬನನಟಟ ನತರನನಗಳ ಮತನ ಬಜರನಸದದ ಸರದ ಸಮರನಪತರದ ಪರಚಯ ಇರರನಆ ಬದಕಗ ಇದ ಘನ ಹಸರನಹಯಡಸ ಅಪನಅದ ಅನವರತನಹಯಡಸ ಅಪನನ ಅಜಞತನಹಯಡಸ ಅಪನಇದ ವದತನಇದ ಚರತರ ಸಷಟಸ ಅವತರನರಗರದ ಮಯ ಜಲನಅನಭವಸ ಓ ಪರಕಷಕನನದಷಟ ನನನಬಬನ ಮಲಡನತಪಪದ ನಜ ಮನರಜನನನನನ ಗಲಬದ ಅನನತನನದನ ಓರವ ರಕಷಸನತಪಪಲಲ ಆದರ ಅದವನಊಹಗ ಮರದ ಸಹಸನಅನಸತತನಬದ ಹಗದ ರಚಸಲ ಹಸದ ಶಸನನಮರಯಲ ಗಗನದಲ ನಮಮದ ಲಛನನಯಧಧ ಮಡಬಕ	Mixed feelings
ವಊಸ ಟಬ ಕಡಮ ಐಡ	Negative
ರಗತರಗದ ಇತಹಸ ಮರಕಳಸವತದ	Positive
ತಲಗ ಲರಕಸ ಸಪರ	not-Kannada
ಸನಮ ವತತ ನಬ ಬರಬಡ	Mixed feelings
ವನಯ ಶವಮಗಗ ಉಟರ	unknown state
ನಮಮ ಮಹಥ 100 ಸತಯ ಯವಗ ಈಥರಹದ ರಜಕರನಗಲನದ ದಶಕ ಮಕತ ಸಗಥ ದವರಗ ಕಡ ಗಥಲಲ ಆದರ ನಕಸತ ಜನರಶನ ಸದನ ಮದಬಹದ	Positive
ರಕಷತ ರಷಬ	unknown state
ಏಧ ಚರತರಹ ಸರಷಟ ಸವ ಅವತರಎಕಸಸಲಟ	Positive
ಪರಜಜ ಬಸ ಇಸ ಬಕ	not-Kannada
ಪರಜವಲ ದವರಜ ಕಲಸ ಗತ ಮಸ ಸಪರ ಅನನರ ಲಕ ಮಡ	Positive
ಥಪಪಶ ಸ ಸಕಕಲಲ ಬರ	unknown state
ಸಪರ ಮವ	not-Kannada
ಕಥಯ ಮಲಕ ಸಸರ ಮಡಕ ತಬ ಚನನಗದ ಸಸಕರ ಮಖಯ	Positive
ಕರತಕ ಗನಪಪನವರ ಕರತಕ ಗನಪಪನವರ ಫಟಕ	unknown state
ಯವದ ನಡಟದರ ಆದರ ಬಗಗ ಆಸತ ಮದ ಬಟಟ ಫಣ ಫಣ ನದ ಅಲ ಬಸಟ ಅತ ಬಗಲಬದ	Negative
ಯಕ ತಲಲ ತಲಲಲಲ ಕಡತ ಇದಯ ಬಳಮಗನ ಬದರ ತಲಲರ ಹಕತನ ನಮಮ ಅವವನ ತಲಲಗ	Negative
ನಸ ಬಸ ಅಭಮನ	Positive
ಸಪರ ಬಸ ಫಸ ಲಕ	Positive
ತಲಕ ಕಮರ ಓದ ಮತ ಸಕ ಬರ ಕನನಡ ಇಡಸಟರ ಗ ಸಪಪರಟ	Positive
ಬರ ಗಮ ನಮ ಪಲಸ	not-Kannada
ಶವತ ಗವಡ ಹ ಗಡಮರನಗ	not-Kannada
ನಸ ಮಸಜ ಬರ	Positive
ಸಪರಬ ಸಗ	Positive
ಕಯರಉಸಟ ಥಬ ಜಸಥ ಆಗಥಡ ಬಗ ರಲಸ ಮದದರ	Positive
ಏಗ ಹ ಅಶವತಮ ಎಲಧನ	unknown state
ರಕಷತ ಶಟಟನಅವನ ಶರ ಮನನರಯಣ	Positive
ಮಸತ ಇದ ಹಡ	Positive
ಹಡ ಕಳಲ ತಬ ಚನನಗದ	Positive
ಶವನದ ಕನನ ರರವರರ	not-Kannada
ನಗ ಬಹಲ ನವಯಟ ನನನಮಲ ಯಕದರ ನನ ದಯ ಮವಯನ ತತರಲಲ ನದಲಲ ಅದಕಕ ಪಲಸ ರಯಲಸ ಓನಸ ಅಗನ ನನ ನಡಟನ ಮಥ ಜನರ ನಡತರ ಪಲಸ	Negative
ಕನನಡ ಡ ಹಸಟರ ಶರಮನನರಯಣ	Positive
ಅನಲ ಸರ ಮಕಗ	unknown state
ಗರ ಸಮ ಫಲಗ	Positive
ಚನನಗದ ಒಳಳಯ ಸಹತಯ ಒಳಳಯ ಸಗತ ಕಳಲ ತಬನ ಮಜ ಬರತತ ಶತದನತಸವ ಆಚರಸಲ ಚತರ	Positive
ಸರ ಸಗ ಬರ	Mixed feelings
ನದ ಪರಥಸರಥ ಲ ನನ ಒಳಳಅವಳ ಆದರ ಸಡ ಗ ಇರ ಅದ ಬಟಟ ತಕ ಎಲಲ ಮತಡಕ ಬದರ ಗತತಲ	Negative
ಚತರರಗದ ಧನಕರ ಎಲಲದದರ ನಲಕ ಜನ ಸರದರ ಸಕ	Positive
ರಜನಲಡ ಕಲಲ ಲ ತಕಲ ನನನ ಸಸಕತ ತರಸತತ ನನನ ಎಷಟ ಕಚಡ ಅತ	Negative
ಹದ ನಹ ಹ ಕಯ	not-Kannada
ಕಳ ಕದರವ ಬಧವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ	Positive
ಡಬಸ ಮರಖ ಅಭಮನ ಗಲ	Negative
ಬಟಟ ಸಥಳ ತಬ __ ಶಟ	Negative
ಶಕಡ 100 ರಷಟ ವರದಧ ಚನ ಉತಪನನ ಮಡತತ	Negative
ಮಬಲಲಲ ಅಷಟದ ಒಳಳ ಕಲರಟಲ ಬಟಟದದರ ಎಲರ ಡನಲಡ ಮಡಕಡ ನಡತದರ ಥಯಟರಗ ಜನ ಬರದ ಇರಲ ಕರಣ ಮಬಲಲಲ ಲಕ ಆಗರದ	Negative
ŕäವîñđŕå_02_ಗøವđřú ಏನ ನದ ಮಕಳಯ	Negative
ಅದಭತವಗದ ಚತರ ದಯ	Positive
ವರಡಸ ಆವವ	not-Kannada
ಸರ ಪರಜಕಯಕಕ ಸಪಪರಟ ಮದ ಸರ ಡಲ 30ಸಕ ಆದರ ಬಗಗ ಹಲ ಸಟರಟ ಮದ ಸರ ಪಲಸ ಎನ ಹಲಪ ಅಗಟಟ ಸಬಸಕರಬರ ಬಹಲ ಜನ ಐಡ	Positive
ಕತಯ ಕನ ಚನನಗಲಲ	Negative
ಮರಕಟಗ ಸರಯಗ ಮದರಪಪ ಇಸಟಡ ಓಲ ಮವ ಗ ಇನಗದರ ಹಗ ವರ ಇಪ ಮರಕಟಗ	Mixed feelings
ಟರಲ ಮನಸಟರ_ಕನನಡ ನನಮಮ ಮನಲ ಇರವ ಲಡಸ ಯಲರಗ ನನ ಗಲಜ ಮದಡಡ ನನನ ನನ ಯವನಗ ಹತತಡಯ ಪಪ	Negative
ಟಗರ ಐ ತಪಪನ ಸಪರ	Positive
ತರಲಲರ ಮವ ಆಡರ ತರ ಇರಬಕ	Positive
ವನಯ ವನ ಕನನಡಲಲ ಹಲ ಬರ ಗಥಗಲಲ ಇಗಲಷ ಇದ ರಮಕ	Negative
ವರ ನಸ ಸಟರ	not-Kannada
ಶಭ ಬಲಗರ ಸಪರ	Positive
ಬಡಡಡರ ವಡಯ ಅಕಕ	unknown state
ಅವಸಮ ಸಗ	Positive
ಇನನ ಕವಲ 1000 ಮಚಚಗಗಳಲಕ ಬಕದ ಅತ ಹಚಚ ಮಚಚಗಗಳಲಕ ಪಡದ ಕನನಡ ಚಲನಚತರದ ದಶಯ ಗತ ವಡಯ ಹಡ ಆಗಲ ನಯಟಯಬ ನಲಲ ನದನಕ	Positive
ಎಸತ ಮಲ ಲಕ ಬಟಟನ ಎಡ ಕಡತರ ಬದಪ	Negative
ಐ ಲವ ಇತ	not-Kannada
ಜ ಧನಚಕ ಪಜ ಕ ಸಗ ದಖ ಬಲವಡಯ	Negative
ಎಷಟ ಆಗಲ ಚಮಯಯ ಮಷಟರ ಮಗ ಅಲವ	Mixed feelings
ರಯಲಸ ಮದನಮ ಚಗ ಮದ	Positive
ನವ ಸಪರ ಸರ	Positive
ಪವಲ ಸನಮ ಮ	unknown state
ಸಪರŕರ ಸಪರ ವಸ ಸರ	not-Kannada
ಯನ ಸಕಕಥಗ ಹಲದರ ಗರ	Positive
ಜವನದಲಲ ಶರದಧ ಮಖಯ ಶರದಧ ನಮಮನನ ಯಶಸಸನ ಬನನ ಹತತತತಸತತದ	Positive
ನಮಮ ದಶದಲಲ ಎಣಣ ಗ ಇಪರಟಟ ಕಡತರ	Negative
ಇಮ ಫನಫ ರಕಷತ ಶಟ	Mixed feelings
ಯನ ತಯಗಡ ನನ	Mixed feelings
ಈವರ ದಏ ಐ ಆಮ ಲಸಟನಗ	Positive
ಸಪರ ಗರ ಶವಉಮಗಡಗಮಐಲಕಮ	unknown state
ಕಮರ ಕತರವ ಸರ ಬಡ ನವಲಲ ಕನನದಗರ	Mixed feelings
ಜಐ ಬಸ	unknown state
ನಜವಗಲ ಅತ ನಬಕ ಅಗತ ಇಲಲ	Mixed feelings
ಸ ಊರ ರಟ	unknown state
ಸಪರ ಮವ ಗರ	Positive
ಕರಣ ಕಮರ ಅಕಟ ನಬರ ಲಡ ಕ ಬಲ ಪಕಡ	Negative
ಸಪರ ಗರ ಎಸಟ ಚನನಗ ಆರತ ಮದಸದರ	Positive
ಬಸ ಅಬಮನಗಲ ಕದಯದ ಶರಮನನರಯಣ ಚತರಕಕ ಅಲ ಬಸಟ	Positive
ಉತರನ ಇಸ ತಲಗ ಆರ ತಮಳ ಮವ	unknown state
ಪವರ ಸಟರ ಪನತ ರಜಕಮರ ಅಭಮನಗಳದ ಅಲ ಥ ಬಸಟ	Positive
ಅಚಯತಣಣ ಕಯರಕಟರ ಯರಗಲಲ ಇಷಟ ಆಯತ	Positive
ಪರತವ ಯನ ಅಕಟಗ ಗರ ನಮದ	Positive
ಸಹತಯ ಆಡ ಸಗತ ಎರಡ ಸಪರ ಮವ ಬಲಕಬಸಟರ	Mixed feelings
ಕ ಜ ಎಪ ನತರ ಮತತದ ಕನನಡದ ಹಮಮ	Positive
ನಜವಗಯ ನಮಮ ಮತ ಸಪರತ ನಮಗ ಒಳಳಯದ ಆಗಲ	Positive
ಸಪರ ಹರಟ ಟಚಗ ಮವಸ ವಡರಫಲ ದಯತಫಲ ಫಲಮ ಚಲನಚತರವನನ ಹಗ ವರಣಸಬಕ ಅತ ಗತತಗತಲಲ ಪದಗಳ ಸಗತತಲಲ ನವ ಅತ ವತಗ ದಯ ಚಪಟರ 2	Positive
1 ಸಕ ಸಕ ಸಮಮ ಮನಟ ಎಲಲ ವಸತ ಮದತರ	Negative
ಯವಡ ಯವಡ ಹಕಥರ ರಯಲ ವಡಯಸ ಮದ ಹಕ ಎಲವ ಏದನ ನಜ ಅಗದರ ಪರವ ಮದ ನಯಸ ಆಲ ಹಕ	Negative
ಸಪರ ಬರ ಆಧಹ ಯನ ಕನನದ ಆಧಹ ಯನ ಪಚ ವ ಸಪರ ಬರ	Positive
ಲರಕಸ ಅರಥ ಅಡರ ಕ ಕಲ ಆದಸರಪಪ	Positive
ರದರಗಡ ಮಯರಗಉದರ ಸಪರ	not-Kannada
ದವರ ಗರ ನನ ನಸಪರ ಕನನಡ ಡ ಕರ ಮನತ	Positive
ಥಸ 850 ಡಸಲಕಸ ಅರ ಫರಮ ರಶಮಕ ಮದನನ ಫಸ	Negative
ಹದಗ ಬದಗ ಇರ ಮಯಸಕ ನಸ	Positive
ಟಗರ ತಪಪ ಅಲ ಟಮ ಫವರಟ ಎವರಗರನ	Positive
ಫನನ ವಡಯಸ ಓಕಯ ಅನನ ನಲ ಹಗತನ	Positive
30 ಮ	Mixed feelings
ನಮಮ ಮಹತಗ ಧನಯವದ ಸರ ನವ ಸಮನಯ ಜನ ಜಸಟ ವಡಯ ನಡಕಡ ಇಡಯ ಬಗಗ ಯಚನ ಮಡದರ ಅದ ಉಪಯಗ ಆಗಲಲ ಮಹತ ಕಲವದ ವರಗದ ಜನರಗ ಮನಮಟಟವತ ಆಗಬಕ ಏನದರ ಚಜ ಅಗಬಹದನ ಗತತಲಲ	Positive
ಸರ ಓದ ಮತ ನಗ ಥಬ ಎಸತ ಐಥ ಹಗಳಕ ಹಟಟ ತಬಸಲಲ ದಡಮ ಹಟಟ ತಬಸತತ ನಜ ಸರ	Positive
ಇದ ಚರತರ ಸಷಟಸವ ಸನಮ ಎದ ನಬವವರ ಲಕ ಮಡ	Positive
ರನ ಲಕಷಮ ಮಹದವ ಅನನ ಥಮಮ ಜಪದ ಸಪರ	Positive
ಕನನಡ ಹಡ ವವ ಏನ ಸಕಕತತಗ ಜ ಕರನಟಕ ಮತ	Positive
ಗಡ ಮವ ರಯಲಸ ಸರ	Positive
ಇದ ಚರತರ ಸಷಟಸ ಕಮಟ	Positive
ಲವ ಉ ಬರ	not-Kannada
ಐ ಲಕ ಉ	unknown state
ಬಡ ಶರ ಅಭಮನಗಳ ಇಲಲ ಲಕ ಮಡ	Positive
ಕಗ ಕ ಎಲಲ ರಜಕರಣಗಳ ಕಳಳರ ಇದದದರಲಲ ಬಜಪ ಯವರ ಕಡಮ ಕಳಳರ	Negative
ಉಗ ಕಳಳ ನನ ಮಕಲಗ	Negative
ಗರ ನಮಸಕರ ಏನನ ಚನನಗ ಟಲ ಧಗಸನ ಗವಡ ಬನ ಗವಡ ಏವರಗ ಏನನ ಟಲ ಲ ಬರನ ಎಲಲ ಅನಸತತ	Positive
ಬಸ ಓಸಮ	Positive
ಹಟಸ ಉಪ ಕರನಟಕ	not-Kannada
ಸಪರ ರಕಷತ ಶಟಟ ಸರ	Positive
ಲ ಬಚಚ ಕರ ಹಲ	Negative
ಸಪರ ಗರ ಎಲಲ ರಕರಡ ಬರಕ ಮಡ ಮಡಇರ ಗರ ನವ ಐ ಲವ ಸರ	Positive
ಸಪರ ದಪರಫಲಮ ಬಸಟ ಆಫ ಲಕ ಪರಜವಲ ದವರಜ ದರಲಗ ಡಸ	Positive
ಇಸ ಇತ ಸಮಲರ ಟ ಸವಗ ಸ ಸಲಮನ ಸಗ	not-Kannada
ನಮಮ ಬಸ ವಷಣವರಧನ ಅವರಗ ಒದ ದನ ಪರಸಥತ ಬದತತ ಚತರಗಳ ಸತತವಗ ಸಲನನ ಕಡವ ಮನಯಲಲ ಹಳದರತ ನನಗ ಡರವಗ ಬರತತ ನನ ಡರವಗ ಬರತತ ಡರವರಗ ಸರತತನ	unknown state
ಸಷಪರ ಬರ 100	not-Kannada
ಸಪರ ಬಸ	not-Kannada
ಮವ ರರಲಸ ಮದ ಪಲಸ	Positive
ಲವ ಫರಮ ಕರನಟಕ	Positive
ನಮ ಗರ ಸಗ ಅಲವ ದಫರಟ	Positive
ವಹಟ ಸಗ	Positive
ಬರ ಸಪರ ಬರ ಅಮಝಗ ಸಪಚ	not-Kannada
ಸಪರ ಬರ ಯಲಕ ಟಕ ಟಕ ಸಟರಸ ಫಲ ರಸಟ	Positive
ವಹಟ ಬಗಮ ಯರ	not-Kannada
ತಮಳ ವಶಲ ದಬಬಗ	Negative
ಸಕಥ ಡನಸ ಪರಫರಮನಸ	Positive
ರಕಗ ಸಟರ ಯಶ ಫಸ ಲಕ ಹರ	unknown state
ಕರಬ ಗರ ನನ ನಕನ ಎಡಡ ಮಸತ	Mixed feelings
ತಬ ಒಳಳಯ ಮಹತ ನಡದದರ ಸರ ಧನಯವದಗಳ ನಮಗ	Positive
ಸಪರ ರಕಷತ ಶಟ ಸರ	not-Kannada
200 ಲಕ ನದ	unknown state
ಹಲ ಬರ ಈವನ ಐ ಉನನಸಟಲಡ ಅತ ಸತಪಡ ಆಪ	not-Kannada
ತಬ ಚನನಗದ ಸರ	Positive
ಕಮರ ಕತರವ ಸರ ನಡ	unknown state
ಸಪರ ತಗರ ತಪಪ	Positive
ಹದ	unknown state
ಅಪಪ ಬಸ ಪರಜವಲ ಸರ	not-Kannada
ನಮಮ ದರಶನ ಸರ ಪರಸ ಮಟಲಲ ಹಳದರ ಇಥ ಸನಮಗಳನನ ನಡಬಕ ಅತ ಕಡ ವಗಯ ಸನಮ ನಡತತವ ದರಶನ ಅಣಣ	Positive
ಹಸ ಗಣ ಇಸ ಲಕ ಫಲರ ಗಣ	unknown state
ಲಕ ಲಕ ಶಕರನಗ	Mixed feelings
ಅವನಗ ಕನನಡ ಭಷ ಬರತತತ	Positive
ಪರಕಷಕರಲಲ ತಲ ಇರವವರ ಹಗ ತಲ ಇಲಲದವರನನ ಪರಕಷ ಮಡಲ ಆವಗವಗ ಬರತನ ಯರ	Negative
ಹ ಗರ ಟಯಬ ನಲಲ ಹಸಟ ಹಸಟ ವಡಯ ನಡಡಡ ನಮ ಥರ ಯರ ರಸಟ ಮದಲಲಸಪರ ಸಪರ ಎಡ ಥರ ವಡಯ ಮದಥ ಏರ	Positive
ಸರ ನಮನ ದವರ ಯವಗಲ ಚನಗಟರಲ ಸರ	Positive
ಮಚ ಮಡಯಸಪರ ಸರ ನಮಗ ಹಗ ನಮಮ ಸರ ಗ ಡಸಸಹರ ಹಬಬದ ಶಭಷಯಗಲ	Positive
ಸಪರ ಟರಲರ ಅಲ ಬಸಟ ಫರಮ ಡ ಬಸ ಫಯನ ಜ ಡ ಬಸ	Positive
ಸಪರ ರಕಸಟ ಸಟ	not-Kannada
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ಒಡ ಬರ ಹತತ ಸನಮ ಬದರ	unknown state
ಸನಮ ನಮಮ ಕಲಪನಗ ಮರದ ಅದಬತವದ ಪರತಯ ಲಕ ಆದರ ಸನಮದ ಟಟಲ ಸಳಯದ ಇರವದ ಒದ ಕರಣ	Mixed feelings
ಬರ ಸಪರ	not-Kannada
ಲಕ ಲಕ ಡಬಸ ಡನಸಗ ಫರಮ ಡಬಸ ಫಣ	unknown state
ಎಕಸಸಲಟ	not-Kannada
